geo,siec,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
BA,O4000XBIO,,,,,,,,,,,,,,,,,,,,,,,,,17195.45,17825.6,20244.108,20145.917,19668.886,19305.495,17956.311,20007.359,19668.666,19934.297,
BE,O4000XBIO,215860.371,237177.0,245805.734,237991.45,266328.364,266810.073,285807.719,287341.421,291097.092,285921.389,281170.443,283260.082,266744.114,287278.455,286727.738,286751.946,273425.125,264536.711,285970.943,274079.781,285040.337,265619.707,252582.344,263314.332,271304.495,272927.62,266524.777,265383.895,266420.041,256002.771,228790.132,247980.29,236385.66,234611.371,244652.83
BG,O4000XBIO,112122.417,74933.589,65226.911,74441.233,68405.239,73506.954,65499.431,53162.55,56338.755,52287.298,48638.353,49621.072,51741.516,53543.472,51078.499,58013.305,60305.409,57596.686,56734.781,50790.352,46619.217,44293.195,46622.249,42562.87,46586.148,50454.751,50468.661,52805.336,53746.408,55266.294,50152.949,53166.779,56197.795,55579.495,58912.267
CZ,O4000XBIO,103922.964,86008.154,92293.56,86981.11,89250.682,92784.485,94912.738,91324.261,96198.695,95684.448,91474.964,97216.631,98684.64,101637.371,111190.455,115734.696,115367.476,116175.241,117111.747,110827.991,108116.127,105300.099,103708.06,99622.716,105880.016,103570.071,96618.311,112490.091,114148.254,114764.821,100133.481,110147.892,112975.484,111809.693,115898.838
DE,O4000XBIO,1467432.417,1532742.611,1554049.167,1565173.556,1564246.917,1569099.806,1605240.5,1610113.722,1617234.139,1562179.972,1524419.639,1556269.167,1495178.417,1476642.529,1463798.946,1448939.539,1452296.898,1315019.305,1386404.488,1301572.673,1316366.118,1272461.297,1274127.971,1303599.436,1276090.357,1277691.071,1288280.846,1316191.21,1261433.225,1279000.237,1156713.485,1136948.293,1164616.876,1087401.052,1082054.205
DK,O4000XBIO,95397.333,96720.583,95825.694,96556.583,101802.944,103315.772,112033.146,107542.485,108580.146,105521.753,102321.042,103736.917,100050.536,97838.75,98138.514,96016.403,97870.375,97828.736,96048.194,89579.917,90509.389,85424.222,82150.111,79353.5,77521.676,77762.56,79335.814,81501.722,81915.852,80609.127,68057.824,69912.648,75662.422,74401.019,71065.64
EE,O4000XBIO,33710.903,29225.42,14728.883,15723.795,14437.99,10639.896,11264.456,10569.855,12578.117,11233.684,7776.254,9519.159,9228.416,9338.005,9216.972,9512.256,9514.302,9596.526,8999.059,6965.879,6970.379,6679.113,6614.04,5986.55,5317.985,3868.862,5336.578,2571.138,1612.453,588.659,-217.473,-1049.446,2056.569,-917.135,-625.572
EL,O4000XBIO,149115.809,152307.044,154518.6,152376.218,157646.326,158943.138,170252.911,171873.822,177188.381,178469.121,181810.488,187858.577,194392.261,200998.668,201252.855,205835.435,206995.96,195602.62,201794.921,193536.787,169049.922,153208.179,148747.843,127837.516,134185.269,140133.887,142759.976,138659.038,133126.912,137235.244,111267.756,118490.218,138394.545,132665.136,138114.377
ES,O4000XBIO,511133.391,532130.358,556226.103,532221.337,576405.143,646076.388,637283.303,665537.572,715964.729,742315.644,749337.333,775540.389,777361.25,797757.361,817485.056,823400.583,819773.25,826031.917,792120.25,735898.5,708528.25,676231.5,621988.667,591440.083,580994.611,610315.167,630117.028,666404.111,668868.917,653167.111,531369.167,584648.439,627246.821,603126.557,637139.605
FI,O4000XBIO,113689.436,118941.963,104128.565,108325.232,113474.106,98915.067,110460.761,115085.469,119348.506,116612.956,110279.263,107656.179,119192.173,122790.689,128361.773,122508.28,127074.911,121904.859,119882.582,113549.031,116815.321,115459.696,108187.516,97201.859,109740.437,98058.541,107231.777,102628.871,103052.811,99263.897,91243.241,84650.609,90743.279,88874.704,84530.594
FR,O4000XBIO,1017188.756,1055717.967,1013521.25,1023911.289,961560.472,995053.383,1046761.933,1011361.172,1057811.8,1051556.472,1018928.222,1095834.256,1072647.953,1087041.413,1102430.041,1091007.433,1083481.791,1069922.152,1044052.058,1004191.836,962014.353,965135.869,937536.333,917548.095,914925.257,932386.2,901597.441,907697.655,874996.845,883867.354,753940.481,801237.421,806423.141,813823.909,782575.209
HR,O4000XBIO,56167.942,40015.002,37625.761,38851.093,39288.631,43237.543,45413.726,46739.574,49770.638,52543.077,46249.441,47393.249,49399.655,54371.837,51137.042,52583.796,53693.054,54766.792,51931.682,50859.182,43356.349,42445.008,38037.735,36753.765,36262.482,37789.277,37833.507,40432.92,38973.385,38077.468,32399.704,34328.536,38298.279,41886.724,44720.935
HU,O4000XBIO,102058.194,92617.944,86822.447,92804.808,84120.111,87304.283,81151.711,84218.95,84561.647,81469.844,79879.983,77073.757,75168.52,73312.724,75815.056,86552.528,90185.694,88837.11,85053.511,83278.086,79067.092,75331.992,70671.753,68203.228,76543.325,81771.153,81129.633,87815.994,93782.519,95116.218,86740.7,94139.066,93813.345,91197.005,90494.128
IE,O4000XBIO,56706.514,57341.655,56902.439,59500.964,65974.075,66341.755,69863.98,76525.407,84401.512,95823.132,95230.147,100236.19,99815.267,97010.953,102910.724,102125.256,100518.397,102949.722,97659.807,92471.839,90531.785,80669.355,75424.139,76895.107,75468.246,80335.473,85311.547,84907.515,85918.864,86279.833,72476.275,78121.88,83033.499,82821.725,84412.914
IT,O4000XBIO,987213.3,1000513.576,1007924.65,1002786.973,988504.128,1083433.634,1072517.936,1077157.633,1077464.365,1047747.54,1045012.825,1030757.136,1036759.372,1028712.99,998005.095,968998.012,955178.071,930370.141,881664.768,821158.031,795624.841,767033.489,682070.771,655192.748,635602.694,659685.378,637674.93,644531.218,636727.887,628359.847,522320.927,593016.209,599296.37,607279.793,599573.565
LT,O4000XBIO,79636.183,89529.856,47399.156,43569.931,40083.647,35085.411,36890.603,37549.686,42766.875,33752.553,25143.517,29897.689,28693.594,27189.053,29448.736,31281.314,31303.476,31310.464,34388.943,29014.637,29673.717,28660.616,29372.797,29020.229,29281.76,30238.796,32948.018,33707.675,35889.143,35016.231,33534.683,33809.106,34366.631,36299.621,36893.553
LU,O4000XBIO,18655.766,21705.876,22348.624,22316.972,22364.168,20985.951,21617.749,22568.324,23531.281,25144.17,26994.289,28645.859,29175.274,31437.844,35528.468,36767.064,34690.913,33791.131,34054.074,31890.618,33406.259,34124.112,32921.312,32379.431,31219.275,30662.773,30622.15,32056.189,33913.225,34303.78,27846.454,29903.255,27225.14,26218.141,25332.683
LV,O4000XBIO,40830.506,35788.342,29531.264,27493.597,26595.556,22165.773,23150.419,20181.028,20000.936,17209.66,15073.812,14953.458,14631.989,16150.025,16811.352,17262.119,18861.891,20354.342,19244.675,17282.884,17689.069,16281.246,16077.119,16370.842,16667.208,17280.0,17308.811,18158.475,18495.651,17966.398,16581.872,17388.17,17514.269,18474.598,17388.754
ME,O4000XBIO,,,,,,,,,,,,,,,,3449.183,4369.606,4734.239,4869.647,3837.383,3624.389,3463.778,3275.894,3185.433,3233.95,3463.283,3837.236,4261.954,4533.523,4761.443,3867.52,4812.365,4813.636,4879.764,
MK,O4000XBIO,12678.889,11795.028,12674.944,13290.984,9887.852,9665.72,14356.472,12292.0,11106.094,11034.467,11253.806,9229.694,10445.028,10106.333,10350.417,10614.938,11241.021,12130.433,10988.057,11326.946,10990.434,11377.537,10881.318,10614.217,10522.103,11284.971,12652.187,12058.739,11581.339,12613.22,11636.911,12630.098,13713.56,13641.232,
NL,O4000XBIO,309496.803,307119.873,313455.92,318906.36,326825.098,338177.267,342976.861,351141.776,355586.801,360771.119,359656.59,366692.612,376412.086,402995.932,404115.989,403447.765,407893.645,408769.628,388265.98,373720.061,387872.449,372860.527,374599.631,361250.77,352844.501,352360.869,367179.874,379720.068,368868.716,351279.471,321555.703,331313.49,326173.47,334407.21,392056.78
NO,O4000XBIO,92550.315,98358.979,86889.174,91732.453,82222.629,85935.951,88200.115,90141.358,91217.033,97201.515,97774.312,95525.408,98790.14,117831.688,141321.15,146156.022,154291.839,117849.018,140885.829,147577.604,145174.117,117777.097,127816.558,144008.249,117450.995,73430.405,108041.925,127382.164,119594.055,108839.097,105731.675,101968.503,86990.21,97621.548,101439.648
PL,O4000XBIO,154365.995,154779.531,160418.979,165840.981,173707.022,185525.934,209359.755,214798.237,220006.639,227085.98,228179.785,234950.977,234383.865,235882.7,252350.494,255714.032,275300.154,282101.584,292680.31,285676.721,301847.209,304343.114,290382.261,265332.854,263710.891,279970.774,308976.763,348546.368,358143.919,364025.183,342344.758,363727.674,382856.984,384233.292,385446.916
PT,O4000XBIO,130310.317,131154.682,147285.247,138917.509,138487.155,159646.782,153797.061,163095.426,184328.963,187790.132,181577.255,185938.257,193016.151,179271.643,181682.144,187671.173,166833.148,165665.619,158782.223,148458.868,144125.567,134165.802,119886.422,119554.448,118671.755,120484.967,120506.714,123121.037,119100.029,125871.061,104070.797,106338.072,119527.464,117587.75,115045.949
RO,O4000XBIO,223804.639,177745.528,139301.137,151513.486,138562.375,157780.602,156689.84,152050.584,140736.901,117951.423,117734.556,130867.129,126513.795,123847.936,118328.194,113939.174,121727.849,119599.058,115672.798,100144.991,100502.914,100417.377,97622.267,92712.346,92803.803,100582.334,102717.884,112033.354,113055.413,115019.929,112131.662,122255.687,122258.609,129187.124,127326.612
RS,O4000XBIO,61516.75,44956.806,29697.571,21706.377,20290.781,21992.264,38910.928,46199.523,38551.734,18371.021,17288.187,31453.886,36800.811,41305.056,49661.667,51523.148,54508.223,50440.306,49879.651,46172.676,46093.016,45304.012,39902.083,40154.164,38932.868,40297.05,44035.321,44221.712,44381.589,45052.739,42022.685,46873.499,51962.978,50053.517,50260.8
SE,O4000XBIO,170463.876,168973.929,168738.162,168882.163,180828.282,183921.355,185423.497,178147.596,179757.193,176269.384,165502.923,168432.174,191855.261,182954.379,179559.399,172615.446,163613.118,157331.444,165615.394,145370.023,169335.031,167940.804,154013.255,147181.969,142958.595,110613.269,127365.514,124138.761,135238.122,122853.37,98879.875,108655.586,109100.917,108344.834,120902.492
SI,O4000XBIO,20585.25,20108.806,18968.139,22853.306,24573.583,27139.333,31570.222,31574.083,29439.806,30851.806,28072.583,29167.028,28327.444,28744.028,29638.778,30012.111,30860.694,30255.356,35083.519,29998.331,30272.219,30015.759,29140.41,27363.257,27065.517,26619.327,27945.075,28278.797,28539.564,27560.05,23367.672,25494.969,27663.908,25617.286,26927.19
SK,O4000XBIO,52051.974,45953.352,40669.736,33691.306,36594.618,39516.697,38832.888,40872.037,40056.838,36363.641,33156.183,33073.795,38405.929,35488.168,35771.667,37977.454,37418.706,39753.816,41889.844,38580.661,40765.366,39930.563,37472.712,35991.396,33033.076,36107.548,38683.855,42917.056,44030.709,41844.051,41849.929,43463.024,44539.514,43335.663,39211.959
UK,O4000XBIO,961148.483,971168.575,995219.321,987832.188,1067602.166,986638.787,988925.321,952981.413,962843.029,981290.328,973980.709,948546.715,939495.201,955991.66,965952.327,992003.059,979826.05,937783.464,913573.089,862977.105,864309.015,831432.089,818140.643,788208.976,803317.754,826106.176,838347.12,853374.709,843262.633,829633.515,,,,,
XK,O4000XBIO,,,,,,,,,,,3840.642,4855.5,4843.556,5042.297,5157.847,5332.7,5625.683,5966.025,6368.633,6813.817,6418.631,7335.558,6773.846,6116.598,6456.378,7904.985,7814.829,8519.043,8538.279,8837.471,8668.099,9924.638,8897.179,9812.821,
