country,status,forest_type,region,mgmt_type,mgmt_strategy,species group,age_class,volume,stem_biomass,bark_biomass,branches_biomass,foliage_biomass,foliage/stem ratio,total_agb,bcef
BG,ForAWS,PN,BG41,H,E,con,AgeCL_6,236,100.4615329,0.108867616,0.147717879,0.113880969,0%,100.8319994,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_7,278.5,118.431082,0.103785644,0.14282698,0.105236298,0%,118.7829309,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_8,311.5,132.3719761,0.100167849,0.139558025,0.09979497,0%,132.7114969,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_9,332.1,141.069749,0.09803047,0.137700973,0.096822448,0%,141.4023029,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_10,339.6,144.2355692,0.09727311,0.137055272,0.095808882,0%,144.5657065,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_11,335.3,142.4205528,0.097706022,0.13742359,0.096385776,0%,142.7520682,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_12,321.6,136.636851,0.099109133,0.138631613,0.098301408,0%,136.9728932,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_13,301.2,128.0217619,0.101270018,0.140536607,0.101395834,0%,128.3649644,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_14,276.8,117.7126463,0.103979151,0.143006566,0.105542998,0%,118.065175,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_15,250.8,106.7212799,0.107036835,0.145912819,0.110619713,0%,107.0848493,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_16,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_17,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_18,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_19,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG41,H,E,con,AgeCL_20,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_1,31.4,13.53524296,0.154587157,0.216429882,0.30451307,2%,14.21077307,0.45
BG,ForAWS,PN,BG42,H,E,con,AgeCL_2,64.3,27.59378086,0.140557758,0.189638246,0.214094696,1%,28.13807156,0.44
BG,ForAWS,PN,BG42,H,E,con,AgeCL_3,100.7,43.09411215,0.130892403,0.17433681,0.171921399,0%,43.57126276,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_4,142.4,60.80824474,0.122645049,0.163168597,0.145261463,0%,61.23931985,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_5,188.8,80.48085247,0.115249633,0.154434742,0.126753668,0%,80.87729051,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_6,236,100.4615329,0.108867616,0.147717879,0.113880969,0%,100.8319994,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_7,278.5,118.431082,0.103785644,0.14282698,0.105236298,0%,118.7829309,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_8,311.5,132.3719761,0.100167849,0.139558025,0.09979497,0%,132.7114969,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_9,332.1,141.069749,0.09803047,0.137700973,0.096822448,0%,141.4023029,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_10,339.6,144.2355692,0.09727311,0.137055272,0.095808882,0%,144.5657065,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_11,335.3,142.4205528,0.097706022,0.13742359,0.096385776,0%,142.7520682,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_12,321.6,136.636851,0.099109133,0.138631613,0.098301408,0%,136.9728932,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_13,301.2,128.0217619,0.101270018,0.140536607,0.101395834,0%,128.3649644,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_14,276.8,117.7126463,0.103979151,0.143006566,0.105542998,0%,118.065175,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_15,250.8,106.7212799,0.107036835,0.145912819,0.110619713,0%,107.0848493,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_16,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_17,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_18,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_19,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PN,BG42,H,E,con,AgeCL_20,224.7,95.68049459,0.110315101,0.14918167,0.11658691,0%,96.05657827,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_1,85.1,36.45631,0.134631913,0.179959332,0.186646738,1%,36.95754798,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_2,143.8,61.40234197,0.122399722,0.162860603,0.14457424,0%,61.83217654,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_3,187.1,79.76067099,0.115497846,0.154710388,0.127306991,0%,80.15818622,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_4,218.9,93.22593403,0.111076125,0.149964757,0.118057144,0%,93.60503206,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_5,241.6,102.830365,0.108166563,0.147020687,0.112611465,0%,103.1981637,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_6,257,109.3429155,0.106290194,0.145190955,0.109338751,0%,109.7037354,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_7,266.4,113.316906,0.105179555,0.144131931,0.107483436,0%,113.6737009,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_8,271.2,115.3458393,0.104621925,0.143606714,0.106573838,0%,115.7006418,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_9,272.1,115.7262394,0.104518062,0.14350936,0.106406,0%,116.0806728,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_10,269.9,114.7963588,0.104772332,0.143747958,0.106817765,0%,115.1516969,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_11,265.4,112.894183,0.105296522,0.144242646,0.107676067,0%,113.2513982,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_12,258.9,110.1462407,0.106063664,0.144973533,0.108955526,0%,110.5062334,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_13,251.1,106.8481425,0.10700044,0.145877444,0.11055663,0%,107.211577,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_14,242.1,103.0418511,0.108104472,0.1469593,0.112500282,0%,103.4094152,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_15,232.5,98.98083581,0.109311149,0.148162894,0.114697797,0%,99.35300765,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_16,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_17,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_18,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_19,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG31,H,E,con,AgeCL_20,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_1,85.1,36.45631,0.134631913,0.179959332,0.186646738,1%,36.95754798,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_2,143.8,61.40234197,0.122399722,0.162860603,0.14457424,0%,61.83217654,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_3,187.1,79.76067099,0.115497846,0.154710388,0.127306991,0%,80.15818622,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_4,218.9,93.22593403,0.111076125,0.149964757,0.118057144,0%,93.60503206,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_5,241.6,102.830365,0.108166563,0.147020687,0.112611465,0%,103.1981637,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_6,257,109.3429155,0.106290194,0.145190955,0.109338751,0%,109.7037354,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_7,266.4,113.316906,0.105179555,0.144131931,0.107483436,0%,113.6737009,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_8,271.2,115.3458393,0.104621925,0.143606714,0.106573838,0%,115.7006418,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_9,272.1,115.7262394,0.104518062,0.14350936,0.106406,0%,116.0806728,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_10,269.9,114.7963588,0.104772332,0.143747958,0.106817765,0%,115.1516969,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_11,265.4,112.894183,0.105296522,0.144242646,0.107676067,0%,113.2513982,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_12,258.9,110.1462407,0.106063664,0.144973533,0.108955526,0%,110.5062334,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_13,251.1,106.8481425,0.10700044,0.145877444,0.11055663,0%,107.211577,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_14,242.1,103.0418511,0.108104472,0.1469593,0.112500282,0%,103.4094152,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_15,232.5,98.98083581,0.109311149,0.148162894,0.114697797,0%,99.35300765,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_16,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_17,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_18,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_19,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG32,H,E,con,AgeCL_20,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_1,85.1,36.45631,0.134631913,0.179959332,0.186646738,1%,36.95754798,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_2,143.8,61.40234197,0.122399722,0.162860603,0.14457424,0%,61.83217654,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_3,187.1,79.76067099,0.115497846,0.154710388,0.127306991,0%,80.15818622,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_4,218.9,93.22593403,0.111076125,0.149964757,0.118057144,0%,93.60503206,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_5,241.6,102.830365,0.108166563,0.147020687,0.112611465,0%,103.1981637,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_6,257,109.3429155,0.106290194,0.145190955,0.109338751,0%,109.7037354,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_7,266.4,113.316906,0.105179555,0.144131931,0.107483436,0%,113.6737009,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_8,271.2,115.3458393,0.104621925,0.143606714,0.106573838,0%,115.7006418,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_9,272.1,115.7262394,0.104518062,0.14350936,0.106406,0%,116.0806728,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_10,269.9,114.7963588,0.104772332,0.143747958,0.106817765,0%,115.1516969,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_11,265.4,112.894183,0.105296522,0.144242646,0.107676067,0%,113.2513982,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_12,258.9,110.1462407,0.106063664,0.144973533,0.108955526,0%,110.5062334,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_13,251.1,106.8481425,0.10700044,0.145877444,0.11055663,0%,107.211577,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_14,242.1,103.0418511,0.108104472,0.1469593,0.112500282,0%,103.4094152,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_15,232.5,98.98083581,0.109311149,0.148162894,0.114697797,0%,99.35300765,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_16,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_17,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_18,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_19,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG33,H,E,con,AgeCL_20,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_1,85.1,36.45631,0.134631913,0.179959332,0.186646738,1%,36.95754798,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_2,143.8,61.40234197,0.122399722,0.162860603,0.14457424,0%,61.83217654,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_3,187.1,79.76067099,0.115497846,0.154710388,0.127306991,0%,80.15818622,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_4,218.9,93.22593403,0.111076125,0.149964757,0.118057144,0%,93.60503206,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_5,241.6,102.830365,0.108166563,0.147020687,0.112611465,0%,103.1981637,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_6,257,109.3429155,0.106290194,0.145190955,0.109338751,0%,109.7037354,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_7,266.4,113.316906,0.105179555,0.144131931,0.107483436,0%,113.6737009,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_8,271.2,115.3458393,0.104621925,0.143606714,0.106573838,0%,115.7006418,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_9,272.1,115.7262394,0.104518062,0.14350936,0.106406,0%,116.0806728,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_10,269.9,114.7963588,0.104772332,0.143747958,0.106817765,0%,115.1516969,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_11,265.4,112.894183,0.105296522,0.144242646,0.107676067,0%,113.2513982,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_12,258.9,110.1462407,0.106063664,0.144973533,0.108955526,0%,110.5062334,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_13,251.1,106.8481425,0.10700044,0.145877444,0.11055663,0%,107.211577,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_14,242.1,103.0418511,0.108104472,0.1469593,0.112500282,0%,103.4094152,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_15,232.5,98.98083581,0.109311149,0.148162894,0.114697797,0%,99.35300765,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_16,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_17,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_18,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_19,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG34,H,E,con,AgeCL_20,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_1,85.1,36.45631,0.134631913,0.179959332,0.186646738,1%,36.95754798,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_2,143.8,61.40234197,0.122399722,0.162860603,0.14457424,0%,61.83217654,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_3,187.1,79.76067099,0.115497846,0.154710388,0.127306991,0%,80.15818622,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_4,218.9,93.22593403,0.111076125,0.149964757,0.118057144,0%,93.60503206,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_5,241.6,102.830365,0.108166563,0.147020687,0.112611465,0%,103.1981637,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_6,257,109.3429155,0.106290194,0.145190955,0.109338751,0%,109.7037354,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_7,266.4,113.316906,0.105179555,0.144131931,0.107483436,0%,113.6737009,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_8,271.2,115.3458393,0.104621925,0.143606714,0.106573838,0%,115.7006418,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_9,272.1,115.7262394,0.104518062,0.14350936,0.106406,0%,116.0806728,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_10,269.9,114.7963588,0.104772332,0.143747958,0.106817765,0%,115.1516969,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_11,265.4,112.894183,0.105296522,0.144242646,0.107676067,0%,113.2513982,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_12,258.9,110.1462407,0.106063664,0.144973533,0.108955526,0%,110.5062334,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_13,251.1,106.8481425,0.10700044,0.145877444,0.11055663,0%,107.211577,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_14,242.1,103.0418511,0.108104472,0.1469593,0.112500282,0%,103.4094152,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_15,232.5,98.98083581,0.109311149,0.148162894,0.114697797,0%,99.35300765,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_16,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_17,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_18,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_19,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG41,H,E,con,AgeCL_20,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_1,85.1,36.45631,0.134631913,0.179959332,0.186646738,1%,36.95754798,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_2,143.8,61.40234197,0.122399722,0.162860603,0.14457424,0%,61.83217654,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_3,187.1,79.76067099,0.115497846,0.154710388,0.127306991,0%,80.15818622,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_4,218.9,93.22593403,0.111076125,0.149964757,0.118057144,0%,93.60503206,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_5,241.6,102.830365,0.108166563,0.147020687,0.112611465,0%,103.1981637,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_6,257,109.3429155,0.106290194,0.145190955,0.109338751,0%,109.7037354,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_7,266.4,113.316906,0.105179555,0.144131931,0.107483436,0%,113.6737009,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_8,271.2,115.3458393,0.104621925,0.143606714,0.106573838,0%,115.7006418,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_9,272.1,115.7262394,0.104518062,0.14350936,0.106406,0%,116.0806728,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_10,269.9,114.7963588,0.104772332,0.143747958,0.106817765,0%,115.1516969,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_11,265.4,112.894183,0.105296522,0.144242646,0.107676067,0%,113.2513982,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_12,258.9,110.1462407,0.106063664,0.144973533,0.108955526,0%,110.5062334,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_13,251.1,106.8481425,0.10700044,0.145877444,0.11055663,0%,107.211577,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_14,242.1,103.0418511,0.108104472,0.1469593,0.112500282,0%,103.4094152,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_15,232.5,98.98083581,0.109311149,0.148162894,0.114697797,0%,99.35300765,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_16,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_17,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_18,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_19,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,PS,BG42,H,E,con,AgeCL_20,222.3,94.66486274,0.110628468,0.149502977,0.117188248,0%,95.04218243,0.43
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_1,0.1,0.08178778,0.749024088,0.19893684,0.256949541,314%,1.029748708,10.30
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_2,6.8,4.439012612,0.327591589,0.298903222,0.128580014,3%,5.194087437,0.76
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_3,51.5,30.17197827,0.227988177,0.343882574,0.08974472,0%,30.83359374,0.60
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_4,162.6,89.58571995,0.199225036,0.332253685,0.069145,0%,90.18634367,0.55
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_5,317,168.5334392,0.198453015,0.288984483,0.056006151,0%,169.0768828,0.53
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_6,456,237.7687467,0.207245529,0.248975144,0.048155978,0%,238.2731234,0.52
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_7,531.7,274.9746818,0.214064987,0.228563875,0.04467634,0%,275.461987,0.52
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_8,531.6,274.9257286,0.214055208,0.228590036,0.044680659,0%,275.4130545,0.52
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_9,472.6,245.9540258,0.208636582,0.244398641,0.047354407,0%,246.4544154,0.52
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_10,383,201.5750986,0.201922204,0.269681472,0.051990818,0%,202.0986931,0.53
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_11,288,153.902461,0.19744707,0.297520516,0.057988391,0%,154.455417,0.54
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_12,203.6,110.8353239,0.197159902,0.321674572,0.064876545,0%,111.4190349,0.55
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_13,136.6,75.96472779,0.201801708,0.338085592,0.072368526,0%,76.57698362,0.56
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_14,87.7,49.93942557,0.211501343,0.345379212,0.080341781,0%,50.57664791,0.58
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_15,54.2,31.66723334,0.226206208,0.34438066,0.088841733,0%,32.32666194,0.60
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_16,32.4,19.45785702,0.245898055,0.336975322,0.098015645,1%,20.13874604,0.62
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_17,32.4,19.45785702,0.245898055,0.336975322,0.098015645,1%,20.13874604,0.62
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_18,32.4,19.45785702,0.245898055,0.336975322,0.098015645,1%,20.13874604,0.62
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_19,32.4,19.45785702,0.245898055,0.336975322,0.098015645,1%,20.13874604,0.62
BG,ForAWS,QC,BG31,C,E,broad,AgeCL_20,32.4,19.45785702,0.245898055,0.336975322,0.098015645,1%,20.13874604,0.62
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_1,0.1,0.08178778,0.749024088,0.19893684,0.256949541,314%,1.029748708,10.30
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_2,5.7,3.756184183,0.338889298,0.29417777,0.132428792,4%,4.521680043,0.79
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_3,42.2,24.98793826,0.235306741,0.341392183,0.093277275,0%,25.65791446,0.61
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_4,129.8,72.38037738,0.202700647,0.33944379,0.073301725,0%,72.99582354,0.56
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_5,247.3,133.2332339,0.196730105,0.309386608,0.061065301,0%,133.8004159,0.54
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_6,348.4,184.2949048,0.199919692,0.279757655,0.054019194,0%,184.8286013,0.53
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_7,398.3,209.1893099,0.2029221,0.265271742,0.051140828,0%,209.7086446,0.53
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_8,390.9,205.5086087,0.202430225,0.267400524,0.051548576,0%,206.029988,0.53
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_9,341.4,180.7880267,0.199561894,0.28180983,0.054449211,0%,181.3238476,0.53
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_10,272,145.7969051,0.197058467,0.302211578,0.059152649,0%,146.3553278,0.54
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_11,201.1,109.5466702,0.197232423,0.322352989,0.065114704,0%,110.1313703,0.55
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_12,139.9,77.70072865,0.201403025,0.337398177,0.071930603,0%,78.31146046,0.56
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_13,92.4,52.4692112,0.210150169,0.344998269,0.079414169,0%,53.10377381,0.57
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_14,58.4,33.9853562,0.223675956,0.344991792,0.087524326,0%,34.64154827,0.59
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_15,35.5,21.21573439,0.24212516,0.338625983,0.09636898,0%,21.89285451,0.62
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_16,20.9,12.84899877,0.265575076,0.327693115,0.106079729,1%,13.54834669,0.65
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_17,20.9,12.84899877,0.265575076,0.327693115,0.106079729,1%,13.54834669,0.65
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_18,20.9,12.84899877,0.265575076,0.327693115,0.106079729,1%,13.54834669,0.65
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_19,20.9,12.84899877,0.265575076,0.327693115,0.106079729,1%,13.54834669,0.65
BG,ForAWS,QC,BG31,C,T,broad,AgeCL_20,20.9,12.84899877,0.265575076,0.327693115,0.106079729,1%,13.54834669,0.65
BG,ForAWS,QC,BG31,H,E,broad,AgeCL_1,32.8,19.68516783,0.245384711,0.337203812,0.09779395,0%,20.3655503,0.62
