country,status,forest_type,region,mgmt_type,mgmt_strategy,con_broad,AgeCL_1,AgeCL_2,AgeCL_3,AgeCL_4,AgeCL_5,AgeCL_6,AgeCL_7,AgeCL_8,AgeCL_9,AgeCL_10,AgeCL_11,AgeCL_12,AgeCL_13,AgeCL_14,AgeCL_15,AgeCL_16,AgeCL_17,AgeCL_18,AgeCL_19,AgeCL_20
BE,?,OC,BE20,H,E,con,5.2,19.3,27.9,29.8,27.6,23.6,19.2,15.2,11.7,8.9,6.7,5,3.7,2.8,2,1.5,1.1,0.8,0.6,0.4
BE,?,OC,BE30,H,E,con,5.2,19.3,27.9,29.8,27.6,23.6,19.2,15.2,11.7,8.9,6.7,5,3.7,2.8,2,1.5,1.1,0.8,0.6,0.4
BE,?,PA,BE20,H,E,con,1.1,11.8,24.8,28.2,24.1,17.8,12.1,7.9,5,3.1,1.9,1.2,0.7,0.4,0.3,0.2,0.1,0.1,0,0
BE,?,PA,BE30,H,E,con,1.1,11.8,24.8,28.2,24.1,17.8,12.1,7.9,5,3.1,1.9,1.2,0.7,0.4,0.3,0.2,0.1,0.1,0,0
BE,?,PD,BE20,H,E,con,0.8,9.6,21.8,25.5,22.1,16.4,11.2,7.2,4.6,2.8,1.7,1.1,0.6,0.4,0.2,0.1,0.1,0.1,0,0
BE,?,PD,BE30,H,E,con,0.8,9.6,21.8,25.5,22.1,16.4,11.2,7.2,4.6,2.8,1.7,1.1,0.6,0.4,0.2,0.1,0.1,0.1,0,0
BE,?,PP,BE20,H,E,broad,0.2,1.9,4.7,7.5,9.6,10.8,11.2,11,10.4,9.4,8.4,7.4,6.4,5.4,4.6,3.9,3.3,2.7,2.3,1.9
BE,?,PP,BE30,H,E,broad,0.2,1.9,4.7,7.5,9.6,10.8,11.2,11,10.4,9.4,8.4,7.4,6.4,5.4,4.6,3.9,3.3,2.7,2.3,1.9
BE,?,PS,BE20,H,E,con,4.2,10.7,12.7,11.9,10,8,6.1,4.6,3.4,2.5,1.8,1.3,1,0.7,0.5,0.4,0.3,0.2,0.1,0.1
BE,?,PS,BE30,H,E,con,4.2,10.7,12.7,11.9,10,8,6.1,4.6,3.4,2.5,1.8,1.3,1,0.7,0.5,0.4,0.3,0.2,0.1,0.1
BG,?,AA,?,H,E,con,4.4,5.6,6.1,6.1,6,5.6,5.3,4.9,4.4,4,3.6,3.3,2.9,2.6,2.3,2,1.8,1.6,1.4,1.2
BG,?,FO,?,H,E,broad,4.5,4.7,4.5,4.2,3.9,3.5,3.2,2.8,2.5,2.2,2,1.7,1.5,1.3,1.1,1,0.9,0.8,0.7,0.6
BG,?,FS,?,C,E,broad,4.7,4.9,4.4,3.7,3,2.5,2,1.5,1.2,0.9,0.7,0.6,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0.1
BG,?,FS,?,C,T,broad,4.5,3.7,3,2.5,2,1.7,1.4,1.1,0.9,0.7,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1
BG,?,FS,?,H,E,broad,4.9,5.2,5,4.8,4.4,4.1,3.7,3.4,3,2.7,2.4,2.2,1.9,1.7,1.5,1.4,1.2,1.1,1,0.8
BG,?,FS,?,R,E,broad,2.5,2.1,1.7,1.4,1.2,1,0.8,0.7,0.6,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1
BG,?,OB,?,C,E,broad,4.1,4,3.5,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5,0.4,0.3,0.3,0.2,0.1,0.1,0.1,0,0
BG,?,OB,?,C,T,broad,5.9,3.4,2.1,1.3,0.9,0.6,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0
BG,?,OB,?,H,E,broad,4.3,4,3.6,3.2,2.8,2.5,2.2,1.9,1.7,1.5,1.3,1.2,1,0.9,0.8,0.7,0.6,0.5,0.5,0.4
BG,?,OB,?,R,E,broad,6.8,3.2,1.6,0.9,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0
BG,?,OC,?,H,E,con,7.8,8.3,7.8,6.8,5.9,4.9,4.1,3.4,2.7,2.2,1.8,1.4,1.2,0.9,0.7,0.6,0.5,0.4,0.3,0.3
BG,?,PA,?,H,E,con,4.1,5.5,6,6,5.8,5.5,5.1,4.6,4.2,3.7,3.3,2.9,2.5,2.2,1.9,1.7,1.5,1.3,1.1,0.9
BG,?,PN,?,H,E,con,3.2,3.5,3.7,3.9,4,3.9,3.9,3.7,3.4,3.1,2.8,2.4,2.2,1.9,1.6,1.4,1.2,1,0.9,0.8
BG,?,PS,?,H,E,con,8.2,7.2,6.4,5.6,5,4.4,3.9,3.4,3,2.7,2.4,2.1,1.8,1.6,1.4,1.3,1.1,1,0.9,0.8
BG,?,QC,?,C,E,broad,4.4,3.5,2.8,2.3,1.8,1.5,1.2,0.9,0.7,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1
BG,?,QC,?,C,T,broad,6,4.4,3.2,2.4,1.7,1.3,0.9,0.7,0.5,0.4,0.3,0.2,0.1,0.1,0.1,0.1,0,0,0,0
BG,?,QC,?,H,E,broad,1.7,2.4,2.7,2.7,2.6,2.3,2.1,1.8,1.6,1.4,1.2,1,0.8,0.7,0.6,0.5,0.4,0.3,0.3,0.2
BG,?,QC,?,R,E,broad,1.7,2.4,2.7,2.7,2.6,2.3,2.1,1.8,1.6,1.4,1.2,1,0.8,0.7,0.6,0.5,0.4,0.3,0.3,0.2
BG,?,QR,?,C,E,broad,2.1,2.4,2.3,2,1.7,1.4,1.1,0.9,0.7,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0,0
BG,?,QR,?,C,T,broad,1.1,1.6,1.6,1.4,1.1,0.8,0.6,0.4,0.3,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0
BG,?,QR,?,H,E,broad,2.5,2.9,2.9,2.8,2.6,2.3,2.1,1.8,1.6,1.4,1.2,1.1,0.9,0.8,0.7,0.6,0.5,0.4,0.4,0.3
BG,?,QR,?,R,E,broad,9.4,5.7,3.5,2.1,1.3,0.8,0.5,0.3,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0
BG,?,RF,?,C,T,broad,4.2,3.5,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0,0,0
CZ,?,FS,CZ01,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ01,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ01,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ02,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ02,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ02,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ03,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ03,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ03,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ04,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ04,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ04,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ05,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ05,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ05,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ06,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ06,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ06,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ07,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ07,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ07,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,FS,CZ08,MAN,E,broad,2.9,6.4,8.9,10.2,10.7,10.5,9.8,8.8,7.8,6.8,5.8,4.8,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9
CZ,?,FS,CZ08,PRO,E,broad,1.8,4.1,6,7.1,7.5,7.5,7.1,6.5,5.8,5.1,4.4,3.7,3.1,2.6,2.1,1.7,1.4,1.1,0.9,0.7
CZ,?,FS,CZ08,SPE,E,broad,2.2,5.1,7.4,8.9,9.7,9.8,9.6,9,8.3,7.4,6.6,5.7,4.9,4.2,3.6,3,2.5,2.1,1.7,1.4
CZ,?,PA,CZ01,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ01,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ01,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ02,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ02,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ02,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ03,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ03,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ03,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ04,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ04,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ04,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ05,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ05,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ05,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ06,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ06,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ06,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ07,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ07,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ07,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PA,CZ08,MAN,E,con,4.8,10.4,13.8,15.1,14.8,13.6,11.8,10,8.2,6.6,5.2,4,3.1,2.4,1.8,1.3,1,0.7,0.5,0.4
CZ,?,PA,CZ08,PRO,E,con,2.1,4.9,7,8.3,8.7,8.6,8,7.3,6.4,5.6,4.7,4,3.3,2.7,2.2,1.8,1.4,1.1,0.9,0.7
CZ,?,PA,CZ08,SPE,E,con,3.7,8.2,11.2,12.6,12.7,12,10.7,9.3,7.9,6.5,5.3,4.3,3.4,2.6,2.1,1.6,1.2,0.9,0.7,0.5
CZ,?,PS,CZ01,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ01,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ01,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ02,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ02,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ02,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ03,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ03,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ03,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ04,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ04,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ04,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ05,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ05,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ05,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ06,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ06,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ06,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ07,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ07,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ07,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,PS,CZ08,MAN,E,con,3.4,7,9.3,10.3,10.3,9.7,8.8,7.7,6.5,5.5,4.5,3.7,3,2.4,1.9,1.5,1.2,0.9,0.7,0.5
CZ,?,PS,CZ08,PRO,E,con,1.6,4.2,6.1,7.1,7.3,6.9,6.2,5.4,4.5,3.7,3,2.4,1.8,1.4,1.1,0.8,0.6,0.5,0.3,0.3
CZ,?,PS,CZ08,SPE,E,con,3.2,6.8,9.2,10.2,10.2,9.6,8.6,7.5,6.3,5.2,4.3,3.4,2.7,2.1,1.7,1.3,1,0.8,0.6,0.4
CZ,?,QR,CZ01,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ01,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ01,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ02,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ02,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ02,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ03,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ03,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ03,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ04,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ04,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ04,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ05,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ05,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ05,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ06,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ06,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ06,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ07,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ07,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ07,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
CZ,?,QR,CZ08,MAN,E,broad,3,6.5,8.8,9.7,9.6,8.9,7.8,6.6,5.5,4.5,3.6,2.8,2.2,1.7,1.3,1,0.7,0.5,0.4,0.3
CZ,?,QR,CZ08,PRO,E,broad,2.3,5,6.6,7.1,6.9,6.2,5.3,4.4,3.5,2.8,2.2,1.6,1.2,0.9,0.7,0.5,0.4,0.3,0.2,0.1
CZ,?,QR,CZ08,SPE,E,broad,3.5,7.5,9.9,10.7,10.3,9.3,8,6.6,5.3,4.2,3.3,2.5,1.9,1.4,1.1,0.8,0.6,0.4,0.3,0.2
DE,?,DF,DE_B-B,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_B-W,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_Bay,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_Hes,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_M-V,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_N-W,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_NHB,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_R-P,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_S-A,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_S-H,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_Sac,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_Sar,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
DE,?,DF,DE_Thu,H,E,con,6.4,12.5,16.9,19.5,20.8,20.9,20.3,19.2,17.8,16.2,14.6,13,11.4,10,8.7,7.5,6.5,5.5,4.7,4
