country	status	inv_forest_type	region	mgmt_type	mgmt_strategy	climate	con_broad	site_index	growth_period	best_cbm_match	rmse	p_stemwood
AT	ForAWS	AA	AT11	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT11	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT11	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT11	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT11	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT11	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT11	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT11	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT11	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT11	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT11	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT11	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT11	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT11	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT11	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT11	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT11	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT12	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT12	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT12	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT12	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT12	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT12	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT12	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT12	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT12	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT12	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT12	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT12	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT12	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT12	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT12	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT12	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT12	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT13	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT13	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT13	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT13	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT13	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT13	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT13	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT13	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT13	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT13	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT13	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT13	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT13	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT13	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT13	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT13	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT13	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT21	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT21	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT21	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT21	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT21	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT21	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT21	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT21	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT21	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT21	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT21	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT21	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT21	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT21	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT21	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT21	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT21	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT22	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT22	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT22	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT22	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT22	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT22	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT22	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT22	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT22	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT22	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT22	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT22	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT22	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT22	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT22	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT22	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT22	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT31	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT31	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT31	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT31	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT31	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT31	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT31	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT31	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT31	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT31	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT31	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT31	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT31	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT31	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT31	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT31	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT31	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT32	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT32	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT32	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT32	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT32	HP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT32	HP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.80300712	0.637788107
AT	ForAWS	AA	AT32	HP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT32	HP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.637788107
AT	ForAWS	AA	AT32	HP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT32	HP	E	64	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.78245467	0.645915577
AT	ForAWS	AA	AT32	HS	E	34	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT32	HS	E	43	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.342952533	0.704562644
AT	ForAWS	AA	AT32	HS	E	44	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT32	HS	E	45	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT32	HS	E	53	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT32	HS	E	54	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.26457361	0.703878926
AT	ForAWS	AA	AT32	HS	E	55	con	1	Init	bm_cbm_32_3_F_Red spruce_0.45581_0.99176	0.149605983	0.703878926
AT	ForAWS	AA	AT33	HNP	E	34	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	45	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	53	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	54	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	55	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HNP	E	63	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HP	E	34	con	1	Init	bm_cbm_7_3_G_Red spruce_0.40716_1.01048	0.722183921	0.569618186
AT	ForAWS	AA	AT33	HP	E	35	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
AT	ForAWS	AA	AT33	HP	E	43	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.895194867	0.637788107
AT	ForAWS	AA	AT33	HP	E	44	con	1	Init	bm_cbm_5_2_S_Black spruce_0.4793_0.98552	0.928705499	0.624269757
