country,region,nuts2,forest_type,con_broad,mgmt_type,rotation_age,mai_vol_m3_ha_yr,bcef,mai_co2_tCO2_ha_yr
FR,FRJ1,FRJ1,PS,con,?,35,1.76,0.49,1.976333333333333
FR,FRJ2,FRJ2,PS,con,?,35,2.0942857142857143,0.48,2.3037142857142854
FR,FRK1,FRK1,PS,con,?,35,3.605714285714286,0.48,3.9662857142857137
FR,FRK2,FRK2,PS,con,?,35,1.9400000000000002,0.49,2.1784583333333334
FR,FRL0,FRL0,PS,con,?,35,1.6857142857142857,0.49,1.8929166666666664
FR,FRI1,FRI1,QP,broad,?,45,1.8266666666666667,0.62,2.5953888888888885
FR,FRI3,FRI3,QP,broad,?,45,1.508888888888889,0.63,2.1784583333333334
FR,FRJ1,FRJ1,QP,broad,?,45,0.9266666666666667,0.64,1.3591111111111112
FR,FRJ2,FRJ2,QP,broad,?,45,1.2755555555555556,0.63,1.8415833333333331
FR,FRK2,FRK2,QP,broad,?,45,0.9622222222222222,0.64,1.4112592592592592
FR,FRL0,FRL0,QP,broad,?,45,0.78,0.65,1.161875
FR,FR10,FR10,QR,broad,?,25,2.736,0.63,3.9501000000000004
FR,FRB0,FRB0,QR,broad,?,25,2.408,0.63,3.47655
FR,FRC1,FRC1,QR,broad,?,25,2.7560000000000002,0.63,3.978975
FR,FRC2,FRC2,QR,broad,?,25,2.688,0.63,3.8808
FR,FRD1,FRD1,QR,broad,?,25,2.54,0.63,3.667125
FR,FRD2,FRD2,QR,broad,?,25,3.048,0.63,4.40055
FR,FRE1,FRE1,QR,broad,?,25,3.312,0.62,4.705799999999999
FR,FRE2,FRE2,QR,broad,?,25,2.92,0.62,4.148833333333333
FR,FRF2,FRF2,QR,broad,?,25,2.904,0.62,4.1261
FR,FRF3,FRF3,QR,broad,?,25,2.888,0.62,4.103366666666666
FR,FRG0,FRG0,QR,broad,?,25,2.032,0.64,2.9802666666666666
FR,FRH0,FRH0,QR,broad,?,25,2.416,0.63,3.4880999999999993
FR,FRI1,FRI1,QR,broad,?,25,1.98,0.64,2.904
FR,FRI2,FRI2,QR,broad,?,25,2.736,0.63,3.9501000000000004
FR,FRI3,FRI3,QR,broad,?,25,2.128,0.63,3.0723000000000003
FR,FRJ2,FRJ2,QR,broad,?,25,2.416,0.63,3.4880999999999993
FR,FRK1,FRK1,QR,broad,?,25,2.812,0.63,4.059824999999999
FR,FRK2,FRK2,QR,broad,?,25,2.612,0.63,3.7710750000000006
FR,FR10,FR10,QT,broad,?,25,2.544,0.63,3.6729000000000003
FR,FRB0,FRB0,QT,broad,?,25,2.696,0.63,3.8923500000000004
FR,FRC1,FRC1,QT,broad,?,25,2.484,0.63,3.5862749999999997
FR,FRC2,FRC2,QT,broad,?,25,3.0,0.62,4.262499999999999
FR,FRD1,FRD1,QT,broad,?,25,3.344,0.62,4.751266666666666
FR,FRD2,FRD2,QT,broad,?,25,2.696,0.63,3.8923500000000004
FR,FRE2,FRE2,QT,broad,?,25,3.332,0.62,4.734216666666666
FR,FRF1,FRF1,QT,broad,?,25,3.4360000000000004,0.62,4.881983333333333
FR,FRF2,FRF2,QT,broad,?,25,2.864,0.63,4.1349
FR,FRF3,FRF3,QT,broad,?,25,2.7760000000000002,0.63,4.00785
FR,FRG0,FRG0,QT,broad,?,25,2.708,0.63,3.909675
FR,FRH0,FRH0,QT,broad,?,25,3.1719999999999997,0.63,4.579574999999999
FR,FRI3,FRI3,QT,broad,?,25,2.036,0.63,2.939475
FR,FRJ2,FRJ2,QT,broad,?,25,2.6519999999999997,0.63,3.8288249999999997
FR,FRK1,FRK1,QT,broad,?,25,3.16,0.62,4.489833333333333
FR,FRK2,FRK2,QT,broad,?,25,2.14,0.63,3.0896250000000003
HR,?,NUTS0,CB,broad,H,55,3.6054545454545455,0.64,5.288
HR,?,NUTS0,FS,broad,H,55,3.3254545454545457,0.65,4.953541666666667
HR,?,NUTS0,OB,broad,H,35,3.891428571428571,0.56,4.994
HR,?,NUTS0,OC,con,H,45,2.6222222222222222,0.42,2.523888888888889
HR,?,NUTS0,QP,broad,H,55,3.3072727272727276,0.65,4.926458333333334
HR,?,NUTS0,QR,broad,H,55,3.5018181818181815,0.66,5.2965
HU,?,NUTS0,FS,broad,H,25,3.7,0.61,5.172291666666666
HU,?,NUTS0,OH,broad,H,25,4.843999999999999,0.51,5.661424999999999
HU,?,NUTS0,OS,broad,H,25,5.747999999999999,0.5,6.586249999999999
HU,?,NUTS0,PA,con,H,25,5.024,0.42,4.8355999999999995
HU,?,NUTS0,PS,con,H,25,4.984,0.45,5.139749999999999
HU,?,NUTS0,PT,broad,H,25,4.948,0.43,4.875841666666666
HU,?,NUTS0,QR,broad,H,25,4.248,0.61,5.93835
IE,?,NUTS0,AG,broad,H,25,5.752000000000001,0.46,6.0635666666666665
IE,?,NUTS0,FS,broad,H,25,3.76,0.63,5.4285
IE,?,NUTS0,OB,broad,H,35,3.3400000000000003,0.52,3.980166666666667
IE,?,NUTS0,OC,con,H,45,11.066666666666666,0.43,10.905277777777778
IE,?,NUTS0,PA,con,H,35,9.831428571428573,0.44,9.913357142857144
IE,?,NUTS0,PS,con,H,35,6.168571428571429,0.45,6.361339285714286
IT,AA,ITH1,AA,con,H,25,8.4,0.54,10.395000000000001
IT,Ba,ITF5,AA,con,H,25,7.228,0.55,9.110291666666667
IT,Cal,ITF6,AA,con,H,25,7.18,0.55,9.049791666666668
IT,ER,ITH5,AA,con,H,25,8.764,0.54,10.845450000000001
IT,FVG,ITH4,AA,con,H,25,19.408,0.5,22.238333333333333
IT,Li,ITC3,AA,con,H,25,10.968,0.53,13.32155
IT,Lo,ITC4,AA,con,H,25,12.12,0.52,14.443
IT,Mo,ITF2,AA,con,H,25,6.263999999999999,0.56,8.038799999999998
IT,Pi,ITC1,AA,con,H,25,4.172,0.58,5.545283333333333
IT,Tn,ITH2,AA,con,H,25,9.544,0.54,11.810700000000002
IT,To,ITI1,AA,con,H,25,12.192,0.52,14.528800000000002
IT,Ve,ITH3,AA,con,H,25,7.167999999999999,0.55,9.034666666666666
IT,Ab,ITF1,BP,broad,H,25,1.3119999999999998,0.46,1.3830666666666667
IT,Ba,ITF5,BP,broad,H,25,3.332,0.45,3.4361249999999997
IT,Cal,ITF6,BP,broad,H,25,9.208,0.45,9.49575
IT,Cam,ITF3,BP,broad,H,25,4.684,0.45,4.830375
IT,ER,ITH5,BP,broad,H,25,4.82,0.45,4.970625
IT,FVG,ITH4,BP,broad,H,25,4.736000000000001,0.45,4.884
IT,La,ITI4,BP,broad,H,25,4.044,0.45,4.170375
IT,Li,ITC3,BP,broad,H,25,2.9,0.45,2.9906249999999996
IT,Lo,ITC4,BP,broad,H,25,4.196000000000001,0.45,4.3271250000000006
IT,Ma,ITI3,BP,broad,H,25,1.5519999999999998,0.46,1.6360666666666666
IT,Mo,ITF2,BP,broad,H,25,1.084,0.47,1.1675583333333335
IT,Pi,ITC1,BP,broad,H,25,4.948,0.45,5.102625000000001
IT,Pu,ITF4,BP,broad,H,25,4.42,0.45,4.558125
IT,Sa,ITG2,BP,broad,H,25,2.552,0.45,2.63175
IT,Si,ITG1,BP,broad,H,25,2.3680000000000003,0.45,2.442
IT,To,ITI1,BP,broad,H,25,10.204,0.45,10.522875
IT,Um,ITI2,BP,broad,H,25,2.68,0.45,2.7637500000000004
IT,Ve,ITH3,BP,broad,H,25,7.38,0.45,7.610625
IT,Ab,ITF1,CP,con,H,25,1.3119999999999998,0.46,1.3830666666666667
IT,Ba,ITF5,CP,con,H,25,3.332,0.45,3.4361249999999997
IT,Cal,ITF6,CP,con,H,25,9.208,0.45,9.49575
IT,Cam,ITF3,CP,con,H,25,4.684,0.45,4.830375
IT,ER,ITH5,CP,con,H,25,4.82,0.45,4.970625
IT,FVG,ITH4,CP,con,H,25,4.736000000000001,0.45,4.884
IT,La,ITI4,CP,con,H,25,4.044,0.45,4.170375
IT,Li,ITC3,CP,con,H,25,2.9,0.45,2.9906249999999996
IT,Lo,ITC4,CP,con,H,25,4.196000000000001,0.45,4.3271250000000006
IT,Ma,ITI3,CP,con,H,25,1.5519999999999998,0.46,1.6360666666666666
IT,Mo,ITF2,CP,con,H,25,1.084,0.47,1.1675583333333335
IT,Pi,ITC1,CP,con,H,25,4.948,0.45,5.102625000000001
IT,Pu,ITF4,CP,con,H,25,4.42,0.45,4.558125
IT,Sa,ITG2,CP,con,H,25,2.552,0.45,2.63175
IT,Si,ITG1,CP,con,H,25,2.3680000000000003,0.45,2.442
IT,To,ITI1,CP,con,H,25,10.204,0.45,10.522875
IT,Um,ITI2,CP,con,H,25,2.68,0.45,2.7637500000000004
IT,Ve,ITH3,CP,con,H,25,7.38,0.45,7.610625
IT,AA,ITH1,CS,broad,H,25,14.588,0.52,17.38403333333333
IT,Ab,ITF1,CS,broad,H,25,5.96,0.56,7.648666666666667
IT,Cal,ITF6,CS,broad,H,25,7.62,0.55,9.604375000000001
IT,FVG,ITH4,CS,broad,H,25,14.504000000000001,0.52,17.283933333333334
IT,La,ITI4,CS,broad,H,25,11.395999999999999,0.53,13.841391666666667
IT,Li,ITC3,CS,broad,H,25,13.847999999999999,0.52,16.5022
IT,Lo,ITC4,CS,broad,H,25,9.948,0.53,12.082675
IT,Ma,ITI3,CS,broad,H,25,0.06,1.09,0.14987499999999998
IT,Pi,ITC1,CS,broad,H,25,6.4239999999999995,0.56,8.244133333333334
IT,Sa,ITG2,CS,broad,H,25,1.564,0.64,2.2938666666666667
IT,To,ITI1,CS,broad,H,25,4.268,0.58,5.672883333333333
IT,Ve,ITH3,CS,broad,H,25,5.192,0.57,6.78205
IT,AA,ITH1,FS,broad,H,25,9.927999999999999,0.42,9.555699999999998
IT,Ab,ITF1,FS,broad,H,25,7.928,0.42,7.630699999999999
IT,Ba,ITF5,FS,broad,H,25,9.756,0.42,9.39015
IT,Cal,ITF6,FS,broad,H,25,7.824,0.42,7.530599999999998
IT,Cam,ITF3,FS,broad,H,25,7.736000000000001,0.42,7.4459
IT,ER,ITH5,FS,broad,H,25,5.216,0.42,5.0203999999999995
IT,FVG,ITH4,FS,broad,H,25,7.428,0.42,7.14945
IT,La,ITI4,FS,broad,H,25,5.812,0.42,5.59405
IT,Li,ITC3,FS,broad,H,25,5.904,0.42,5.682599999999999
IT,Lo,ITC4,FS,broad,H,25,11.315999999999999,0.41,10.632324999999998
IT,Mo,ITF2,FS,broad,H,25,10.924000000000001,0.41,10.264008333333333
IT,Pi,ITC1,FS,broad,H,25,6.388,0.42,6.1484499999999995
IT,Si,ITG1,FS,broad,H,25,4.763999999999999,0.42,4.585349999999998
IT,Tn,ITH2,FS,broad,H,25,5.652,0.42,5.440049999999999
IT,To,ITI1,FS,broad,H,25,12.424000000000001,0.41,11.673383333333334
IT,Ve,ITH3,FS,broad,H,25,10.187999999999999,0.42,9.80595
IT,AA,ITH1,LD,con,H,25,15.696,0.49,17.6253
IT,FVG,ITH4,LD,con,H,25,25.531999999999996,0.49,28.670308333333328
IT,Lo,ITC4,LD,con,H,25,16.504,0.49,18.53261666666667
IT,Pi,ITC1,LD,con,H,25,4.84,0.48,5.324
IT,Tn,ITH2,LD,con,H,25,14.164000000000001,0.48,15.580400000000001
IT,Ve,ITH3,LD,con,H,25,19.052,0.49,21.393808333333336
IT,AA,ITH1,OB,broad,H,35,1.7685714285714285,0.65,2.6344345238095235
IT,Ab,ITF1,OB,broad,H,35,25.905714285714286,0.69,40.9634107142857
IT,Ba,ITF5,OB,broad,H,35,44.19428571428571,0.7,70.895
IT,Cal,ITF6,OB,broad,H,35,3.6,0.65,5.3625
IT,Cam,ITF3,OB,broad,H,35,3.2657142857142856,0.65,4.864553571428571
IT,ER,ITH5,OB,broad,H,35,5.134285714285714,0.66,7.765607142857144
IT,FVG,ITH4,OB,broad,H,35,9.014285714285714,0.67,13.840684523809523
IT,La,ITI4,OB,broad,H,35,7.6571428571428575,0.67,11.756904761904764
IT,Li,ITC3,OB,broad,H,35,11.19142857142857,0.67,17.18350595238095
IT,Lo,ITC4,OB,broad,H,35,2.1314285714285712,0.65,3.174940476190476
IT,Pi,ITC1,OB,broad,H,35,7.371428571428571,0.67,11.318214285714285
IT,Sa,ITG2,OB,broad,H,35,0.7085714285714286,0.65,1.0554761904761905
IT,Tn,ITH2,OB,broad,H,35,9.751428571428571,0.67,14.972505952380953
IT,To,ITI1,OB,broad,H,35,3.2085714285714286,0.65,4.779434523809524
IT,Um,ITI2,OB,broad,H,35,8.357142857142858,0.67,12.83169642857143
IT,Ve,ITH3,OB,broad,H,35,5.2942857142857145,0.66,8.007607142857143
IT,Ab,ITF1,OC,con,H,25,5.263999999999999,0.5,6.031666666666665
IT,Ba,ITF5,OC,con,H,25,11.364,0.55,14.323375000000002
IT,Cal,ITF6,OC,con,H,25,8.008,0.53,9.726383333333331
IT,Cam,ITF3,OC,con,H,25,6.08,0.51,7.106
IT,ER,ITH5,OC,con,H,25,3.176,0.48,3.4936
IT,FVG,ITH4,OC,con,H,25,5.528,0.51,6.460850000000001
IT,La,ITI4,OC,con,H,25,6.5760000000000005,0.51,7.685700000000001
IT,Li,ITC3,OC,con,H,25,7.36,0.52,8.770666666666667
IT,Ma,ITI3,OC,con,H,25,2.008,0.46,2.116766666666667
IT,Pi,ITC1,OC,con,H,25,2.78,0.47,2.994291666666666
IT,Sa,ITG2,OC,con,H,25,3.3280000000000003,0.48,3.6607999999999996
IT,Si,ITG1,OC,con,H,25,3.612,0.48,3.9731999999999994
IT,To,ITI1,OC,con,H,25,7.136,0.52,8.503733333333333
IT,Um,ITI2,OC,con,H,25,4.104,0.49,4.6084499999999995
IT,Cal,ITF6,OE,broad,H,25,4.452,0.69,7.039724999999999
IT,Sa,ITG2,OE,broad,H,25,2.64,0.69,4.174499999999999
IT,Si,ITG1,OE,broad,H,25,2.716,0.69,4.294675
IT,Ab,ITF1,Oca,broad,H,195,14.567179487179487,0.71,23.70201495726495
IT,Cam,ITF3,Oca,broad,H,195,49.02205128205128,0.74,83.13322863247862
IT,ER,ITH5,Oca,broad,H,195,5.046153846153846,0.69,7.979230769230768
IT,FVG,ITH4,Oca,broad,H,195,19.78974358974359,0.72,32.653076923076924
IT,Pi,ITC1,Oca,broad,H,195,7.272307692307692,0.7,11.665993589743586
IT,To,ITI1,Oca,broad,H,195,10.826153846153845,0.71,17.615054487179485
IT,Ve,ITH3,Oca,broad,H,195,26.766666666666666,0.72,44.16499999999999
IT,AA,ITH1,PA,con,H,25,5.856,0.39,5.2338
IT,Ab,ITF1,PA,con,H,25,4.7,0.38,4.0929166666666665
IT,ER,ITH5,PA,con,H,25,7.707999999999999,0.4,7.065666666666665
IT,FVG,ITH4,PA,con,H,25,7.8,0.4,7.1499999999999995
IT,La,ITI4,PA,con,H,25,7.932,0.4,7.271000000000001
IT,Lo,ITC4,PA,con,H,25,9.456,0.41,8.884699999999999
IT,Ma,ITI3,PA,con,H,25,2.12,0.36,1.749
IT,Pi,ITC1,PA,con,H,25,11.432,0.41,10.741316666666666
IT,Tn,ITH2,PA,con,H,25,9.868,0.41,9.27180833333333
IT,To,ITI1,PA,con,H,25,10.7,0.41,10.053541666666666
IT,Va,ITC2,PA,con,H,25,9.74,0.41,9.151541666666667
IT,Ve,ITH3,PA,con,H,25,9.536,0.41,8.959866666666665
IT,Ab,ITF1,PM,con,H,25,2.004,0.61,2.8014249999999996
IT,Ba,ITF5,PM,con,H,25,2.028,0.61,2.8349749999999996
IT,Cal,ITF6,PM,con,H,25,8.36,0.52,9.962333333333333
IT,Cam,ITF3,PM,con,H,25,4.148,0.56,5.323266666666666
IT,ER,ITH5,PM,con,H,25,2.992,0.58,3.9768666666666657
IT,La,ITI4,PM,con,H,25,3.508,0.57,4.582324999999999
IT,Li,ITC3,PM,con,H,25,2.272,0.6,3.1239999999999997
IT,Mo,ITF2,PM,con,H,25,2.792,0.59,3.7750166666666662
IT,Pi,ITC1,PM,con,H,25,1.78,0.62,2.529083333333333
IT,Pu,ITF4,PM,con,H,25,2.408,0.6,3.3109999999999995
IT,Sa,ITG2,PM,con,H,25,2.488,0.6,3.4209999999999994
IT,Si,ITG1,PM,con,H,25,4.4239999999999995,0.56,5.677466666666666
IT,To,ITI1,PM,con,H,25,4.636,0.56,5.949533333333333
IT,Um,ITI2,PM,con,H,25,3.572,0.57,4.665925
IT,Ve,ITH3,PM,con,H,25,4.336,0.56,5.564533333333335
IT,AA,ITH1,PN,con,H,45,0.1911111111111111,0.66,0.2890555555555555
IT,Ab,ITF1,PN,con,H,45,2.7288888888888887,0.44,2.7516296296296296
IT,Ba,ITF5,PN,con,H,45,2.1422222222222222,0.44,2.1600740740740743
IT,Cal,ITF6,PN,con,H,45,7.484444444444445,0.42,7.203777777777778
IT,Cam,ITF3,PN,con,H,45,6.006666666666667,0.43,5.919069444444444
IT,ER,ITH5,PN,con,H,45,6.035555555555556,0.43,5.947537037037036
IT,FVG,ITH4,PN,con,H,45,5.886666666666666,0.43,5.800819444444444
IT,La,ITI4,PN,con,H,45,3.651111111111111,0.43,3.5978657407407404
IT,Li,ITC3,PN,con,H,45,5.613333333333333,0.43,5.531472222222221
IT,Lo,ITC4,PN,con,H,45,3.7222222222222223,0.43,3.6679398148148143
IT,Ma,ITI3,PN,con,H,45,4.12,0.43,4.059916666666666
IT,Mo,ITF2,PN,con,H,45,3.46,0.44,3.488833333333333
IT,Pi,ITC1,PN,con,H,45,3.695555555555556,0.43,3.641662037037037
IT,Pu,ITF4,PN,con,H,45,6.9911111111111115,0.43,6.8891574074074065
IT,Sa,ITG2,PN,con,H,45,2.6577777777777776,0.44,2.6799259259259256
IT,Si,ITG1,PN,con,H,45,2.8355555555555556,0.44,2.859185185185185
IT,Tn,ITH2,PN,con,H,45,4.115555555555555,0.43,4.055537037037037
IT,To,ITI1,PN,con,H,45,10.36,0.42,9.971499999999999
IT,Um,ITI2,PN,con,H,45,3.424444444444444,0.44,3.4529814814814808
IT,Va,ITC2,PN,con,H,45,1.3533333333333333,0.45,1.395625
IT,Ve,ITH3,PN,con,H,45,3.5511111111111116,0.43,3.4993240740740745
IT,Ab,ITF1,PP,broad,H,25,1.3119999999999998,0.41,1.2327333333333332
IT,Ba,ITF5,PP,broad,H,25,3.332,0.34,2.5961833333333333
IT,Cal,ITF6,PP,broad,H,25,9.208,0.29,6.119483333333333
IT,Cam,ITF3,PP,broad,H,25,4.684,0.32,3.4349333333333334
IT,ER,ITH5,PP,broad,H,25,4.82,0.32,3.5346666666666673
IT,FVG,ITH4,PP,broad,H,25,4.736000000000001,0.32,3.473066666666667
IT,La,ITI4,PP,broad,H,25,4.044,0.33,3.0582749999999996
IT,Li,ITC3,PP,broad,H,25,2.9,0.35,2.3260416666666663
IT,Lo,ITC4,PP,broad,H,25,4.196000000000001,0.33,3.1732250000000004
IT,Ma,ITI3,PP,broad,H,25,1.5519999999999998,0.4,1.4226666666666665
IT,Mo,ITF2,PP,broad,H,25,1.084,0.43,1.0681916666666667
IT,Pi,ITC1,PP,broad,H,25,4.948,0.32,3.6285333333333334
IT,Pu,ITF4,PP,broad,H,25,4.42,0.33,3.342625
IT,Sa,ITG2,PP,broad,H,25,2.552,0.36,2.1054
IT,Si,ITG1,PP,broad,H,25,2.3680000000000003,0.37,2.007866666666667
IT,To,ITI1,PP,broad,H,25,10.204,0.29,6.781408333333333
IT,Um,ITI2,PP,broad,H,25,2.68,0.36,2.211
IT,Ve,ITH3,PP,broad,H,25,7.38,0.3,5.07375
IT,AA,ITH1,PS,con,H,25,6.084,0.48,6.692399999999999
IT,Ab,ITF1,PS,con,H,25,6.896,0.48,7.5855999999999995
IT,ER,ITH5,PS,con,H,25,2.184,0.49,2.45245
IT,FVG,ITH4,PS,con,H,25,3.4,0.49,3.817916666666666
IT,Li,ITC3,PS,con,H,25,3.38,0.49,3.795458333333333
IT,Lo,ITC4,PS,con,H,25,6.68,0.48,7.347999999999999
IT,Pi,ITC1,PS,con,H,25,4.308,0.48,4.7387999999999995
IT,Tn,ITH2,PS,con,H,25,3.736,0.49,4.195216666666667
IT,To,ITI1,PS,con,H,25,6.696000000000001,0.48,7.3656
IT,Um,ITI2,PS,con,H,25,4.196000000000001,0.48,4.615600000000001
IT,Ve,ITH3,PS,con,H,25,3.852,0.48,4.2372
IT,Ab,ITF1,QC,broad,H,25,2.588,0.69,4.092275
IT,Ba,ITF5,QC,broad,H,25,3.1839999999999997,0.69,5.0347
IT,Cal,ITF6,QC,broad,H,25,9.104,0.69,14.395699999999998
IT,Cam,ITF3,QC,broad,H,25,5.18,0.69,8.190874999999998
IT,ER,ITH5,QC,broad,H,25,3.62,0.69,5.724124999999999
IT,La,ITI4,QC,broad,H,25,4.968,0.69,7.85565
IT,Li,ITC3,QC,broad,H,25,6.024,0.69,9.52545
IT,Mo,ITF2,QC,broad,H,25,3.216,0.69,5.0853
IT,Pi,ITC1,QC,broad,H,25,5.44,0.69,8.602
IT,Si,ITG1,QC,broad,H,25,5.34,0.69,8.443874999999998
IT,To,ITI1,QC,broad,H,25,4.388,0.69,6.9385249999999985
IT,Um,ITI2,QC,broad,H,25,1.3519999999999999,0.71,2.199816666666666
IT,Ba,ITF5,QI,broad,H,35,8.574285714285715,0.69,13.558089285714285
IT,Cal,ITF6,QI,broad,H,35,4.168571428571429,0.69,6.591553571428571
IT,Sa,ITG2,QI,broad,H,35,3.1314285714285712,0.69,4.951571428571428
IT,Si,ITG1,QI,broad,H,35,1.6685714285714286,0.7,2.6766666666666667
IT,To,ITI1,QI,broad,H,35,9.24,0.69,14.61075
IT,AA,ITH1,QR,broad,H,25,5.652,0.69,8.937225
IT,Ab,ITF1,QR,broad,H,25,2.9760000000000004,0.69,4.7058
IT,Ba,ITF5,QR,broad,H,25,2.3040000000000003,0.7,3.6959999999999997
IT,Cam,ITF3,QR,broad,H,25,1.952,0.7,3.1313333333333326
IT,FVG,ITH4,QR,broad,H,25,6.044,0.69,9.557074999999998
IT,La,ITI4,QR,broad,H,25,1.788,0.7,2.8682499999999997
IT,Li,ITC3,QR,broad,H,25,4.316,0.69,6.824674999999999
IT,Lo,ITC4,QR,broad,H,25,3.728,0.69,5.8949
IT,Ma,ITI3,QR,broad,H,25,2.3040000000000003,0.7,3.6959999999999997
IT,Mo,ITF2,QR,broad,H,25,27.484,0.69,43.459075
IT,Pi,ITC1,QR,broad,H,25,3.6239999999999997,0.69,5.730449999999999
IT,Pu,ITF4,QR,broad,H,25,3.52,0.69,5.566
IT,Sa,ITG2,QR,broad,H,25,0.8640000000000001,0.73,1.4454
IT,Si,ITG1,QR,broad,H,25,5.192,0.69,8.20985
IT,Tn,ITH2,QR,broad,H,25,6.14,0.69,9.708874999999997
IT,To,ITI1,QR,broad,H,25,1.636,0.7,2.6244166666666664
IT,Um,ITI2,QR,broad,H,25,9.056000000000001,0.69,14.3198
IT,Ve,ITH3,QR,broad,H,25,2.1719999999999997,0.7,3.4842499999999994
IT,Cal,ITF6,QS,broad,H,25,2.472,0.7,3.9654999999999996
IT,Sa,ITG2,QS,broad,H,25,1.78,0.7,2.8554166666666663
IT,Si,ITG1,QS,broad,H,25,1.416,0.71,2.3039499999999995
IT,To,ITI1,QS,broad,H,25,2.36,0.7,3.7858333333333327
IT,AA,ITH1,RF,broad,H,35,2.605714285714286,0.34,2.0302857142857142
IT,Ab,ITF1,RF,broad,H,35,5.514285714285714,0.3,3.791071428571428
IT,Ba,ITF5,RF,broad,H,35,6.005714285714285,0.29,3.9912976190476184
IT,Cal,ITF6,RF,broad,H,35,8.105714285714285,0.28,5.2011666666666665
IT,ER,ITH5,RF,broad,H,35,7.482857142857142,0.28,4.8015
IT,La,ITI4,RF,broad,H,35,6.011428571428572,0.29,3.995095238095238
IT,Li,ITC3,RF,broad,H,35,8.931428571428572,0.28,5.731000000000001
IT,Pi,ITC1,RF,broad,H,35,7.171428571428572,0.29,4.766011904761904
IT,To,ITI1,RF,broad,H,35,12.431428571428572,0.26,7.407059523809525
IT,Ve,ITH3,RF,broad,H,35,8.614285714285714,0.28,5.5275
LT,?,NUTS0,AG,broad,H,25,5.36,0.48,5.896
LT,?,NUTS0,AI,broad,H,25,5.316,0.48,5.8476
LT,?,NUTS0,BT,broad,H,35,4.24,0.58,5.635666666666666
LT,?,NUTS0,OB,broad,H,25,4.128,0.53,5.0138
LT,?,NUTS0,PA,con,H,35,5.051428571428572,0.44,5.093523809523809
LT,?,NUTS0,PS,con,H,45,4.835555555555556,0.46,5.0974814814814815
LT,?,NUTS0,PT,broad,H,25,6.5520000000000005,0.37,5.55555
LT,?,NUTS0,QR,broad,H,45,3.193333333333333,0.52,3.805388888888888
LU,LU00,LU00,DF,con,H,65,9.536923076923076,0.36,7.867961538461536
LU,LU00,LU00,FS,broad,H,45,2.562222222222222,0.64,3.7579259259259254
LU,LU00,LU00,OB,broad,H,45,1.1333333333333333,0.43,1.1168055555555554
LU,LU00,LU00,OC,con,H,105,6.287619047619048,0.38,5.475468253968254
LU,LU00,LU00,PA,con,H,55,7.387272727272728,0.37,6.263791666666666
LU,LU00,LU00,QR,broad,H,75,1.5106666666666666,0.68,2.3541222222222222
LV,?,NUTS0,AG,broad,H,45,5.226666666666667,0.48,5.7493333333333325
LV,?,NUTS0,AI,broad,H,25,4.636,0.49,5.205841666666666
LV,?,NUTS0,BT,broad,H,45,4.197777777777778,0.5,4.8099537037037035
LV,?,NUTS0,OB,broad,H,55,3.4981818181818185,0.46,3.687666666666667
LV,?,NUTS0,PA,con,H,45,4.337777777777777,0.44,4.373925925925925
LV,?,NUTS0,PS,con,H,55,3.5745454545454542,0.43,3.522416666666666
LV,?,NUTS0,PT,broad,H,45,6.684444444444445,0.36,5.514666666666667
LV,?,NUTS0,QR,broad,H,65,3.0107692307692306,0.45,3.1048557692307686
NL,NL00,NL00,BT,broad,H,25,2.472,0.56,3.1724
NL,NL00,NL00,DF,con,H,25,6.028,0.48,6.630799999999999
NL,NL00,NL00,FS,broad,H,25,3.676,0.61,5.138741666666666
NL,NL00,NL00,LD,con,H,25,5.732,0.45,5.911125
NL,NL00,NL00,OB,broad,H,25,4.552,0.56,5.841733333333333
NL,NL00,NL00,OC,con,H,25,5.327999999999999,0.45,5.494499999999999
NL,NL00,NL00,OP,con,H,25,6.68,0.45,6.888749999999999
NL,NL00,NL00,PA,con,H,25,4.596,0.43,4.528975
NL,NL00,NL00,PN,con,H,25,4.636,0.45,4.780875000000001
NL,NL00,NL00,PP,broad,H,35,4.588571428571428,0.51,5.362892857142857
NL,NL00,NL00,PS,con,H,25,3.14,0.45,3.238125
NL,NL00,NL00,QP,broad,H,45,2.626666666666667,0.56,3.3708888888888895
NL,NL00,NL00,QR,broad,H,35,3.9371428571428573,0.56,5.052666666666666
PL,BT,BT,AG,broad,H,35,6.251428571428572,0.37,5.300690476190476
PL,CP,CP,AG,broad,H,55,3.42,0.37,2.8998749999999998
PL,MP,MP,AG,broad,H,35,5.345714285714285,0.37,4.532720238095237
PL,MS,MS,AG,broad,H,35,5.465714285714286,0.37,4.634470238095238
PL,MZ,MZ,AG,broad,H,35,6.088571428571428,0.37,5.162601190476189
PL,SD,SD,AG,broad,H,45,6.233333333333333,0.36,5.142499999999998
PL,SL,SL,AG,broad,H,35,5.94,0.37,5.036625
PL,WP,WP,AG,broad,H,25,6.16,0.37,5.223166666666667
PL,BT,BT,BT,broad,H,35,5.085714285714285,0.47,5.477738095238095
PL,CP,CP,BT,broad,H,55,3.7163636363636363,0.47,4.002833333333333
PL,MP,MP,BT,broad,H,35,4.1257142857142854,0.48,4.538285714285713
PL,MS,MS,BT,broad,H,35,4.58,0.48,5.037999999999999
PL,MZ,MZ,BT,broad,H,35,4.397142857142858,0.48,4.836857142857143
